Congruent,Incongruent,,,,,,,,
12.079,19.278,,3.889277016,7.496187674,,7.199,0.586436877,,8.020706947
16.791,18.741,,7.506915016,10.72507917,,1.95,36.17771879,,
9.564,21.214,,20.13429077,0.64307034,,11.65,13.58076046,,
8.63,15.687,,29.38859627,40.05518617,,7.057,0.82408571,,0.993028635
14.669,22.803,,0.381769516,0.619500174,,8.134,0.02863146,,
12.238,20.878,,3.287422266,1.29485434,,8.64,0.455906293,,
14.692,24.572,,0.410720766,6.533562007,,9.88,3.66802296,,
8.987,17.394,,25.64536202,21.36211367,,8.407,0.19554821,,
9.401,20.762,,21.62366252,1.572307007,,11.361,11.53423104,,
14.48,26.282,,0.183933766,18.19946701,,11.802,14.72416779,,
22.328,24.524,,68.50665977,6.290482007,,2.196,33.27895729,,
15.298,18.644,,1.554697266,11.36982201,,3.346,21.33323646,,
15.073,17.51,,1.044228516,20.30328501,,2.437,30.55648071,,
16.929,20.33,,8.282164516,2.842315007,,3.401,20.82819438,,
18.2,35.255,,17.21316377,175.2733275,,17.055,82.63188754,,
12.13,22.158,,3.690721266,0.020187674,,10.028,4.256828627,,
18.495,25.139,,19.74802502,9.753649507,,6.644,1.744490627,,
10.639,20.429,,11.64259702,2.518304507,,9.79,3.33138546,,
11.344,17.425,,7.328525766,21.07651584,,6.081,3.548671043,,
12.369,34.288,,2.829544516,150.6040293,,21.919,194.7199302,,
12.944,23.894,,1.225725766,3.527197007,,10.95,8.911468793,,
14.233,17.96,,0.033078516,16.45046001,,3.727,17.95887821,,
19.71,22.058,,32.02286627,0.001771007,,2.348,31.54834863,,
16.004,21.157,,3.813720766,0.73773784,,5.153,7.906172377,,
,,,,,,,,,
14.051125,22.01591667,,3.559357958,4.797057122,,7.964791667,4.86482691,,
